time,x,y,z
3.9e-7,0.01,0.0,0.0
0.01000039,0.020000000000000004,0.0,0.0
0.02000039,0.030000000000000006,0.0,0.0
0.017409807,0.04000000000000001,0.0,0.0
0.027409807,0.05000000000000001,0.0,0.0
0.037409807,0.06000000000000001,0.0,0.0
0.034456137,0.07,0.0,0.0
0.044456137,0.08000000000000002,0.0,0.0
0.054456137,0.09000000000000002,0.0,0.0
0.046802302,0.10000000000000003,0.0,0.0
0.056802302,0.11000000000000003,0.0,0.0
0.066802302,0.12000000000000002,0.0,0.0
0.063995767,0.13,0.0,0.0
0.07399576699999999,0.14,0.0,0.0
0.08399576699999999,0.15000000000000002,0.0,0.0
0.082507948,0.16000000000000003,0.0,0.0
0.09250794799999999,0.17000000000000004,0.0,0.0
0.10250794799999999,0.18000000000000005,0.0,0.0
0.102120611,0.19000000000000006,0.0,0.0
0.112120611,0.20000000000000007,0.0,0.0
0.12212061099999999,0.21000000000000008,0.0,0.0
0.119951802,0.22000000000000008,0.0,0.0
0.129951802,0.2300000000000001,0.0,0.0
0.13995180200000001,0.2400000000000001,0.0,0.0
0.130052715,0.2500000000000001,0.0,0.0
0.14005271500000002,0.2600000000000001,0.0,0.0
0.15005271500000003,0.27000000000000013,0.0,0.0
0.146970729,0.28000000000000014,0.0,0.0
0.156970729,0.29000000000000015,0.0,0.0
0.166970729,0.30000000000000016,0.0,0.0
0.165256213,0.31000000000000016,0.0,0.0
0.17525621300000002,0.3200000000000002,0.0,0.0
0.18525621300000003,0.3300000000000002,0.0,0.0
0.182531964,0.3400000000000002,0.0,0.0
0.192531964,0.3500000000000002,0.0,0.0
0.202531964,0.3600000000000002,0.0,0.0
0.200994451,0.3700000000000002,0.0,0.0
0.210994451,0.3800000000000002,0.0,0.0
0.220994451,0.39000000000000024,0.0,0.0
0.218319735,0.40000000000000024,0.0,0.0
0.228319735,0.41000000000000025,0.0,0.0
0.238319735,0.42000000000000026,0.0,0.0
0.236050559,0.43000000000000027,0.0,0.0
0.246050559,0.4400000000000003,0.0,0.0
0.256050559,0.4500000000000003,0.0,0.0
0.250871349,0.4600000000000003,0.0,0.0
0.26087134900000003,0.4700000000000003,0.0,0.0
0.27087134900000004,0.4800000000000003,0.0,0.0
0.26843768,0.4900000000000003,0.0,0.0
0.27843768,0.5000000000000003,0.0,0.0
0.28843768000000003,0.5100000000000003,0.0,0.0
0.285890435,0.5200000000000004,0.0,0.0
0.295890435,0.5300000000000004,0.0,0.0
0.305890435,0.5400000000000004,0.0,0.0
0.300291692,0.5500000000000004,0.0,0.0
0.310291692,0.5600000000000004,0.0,0.0
0.320291692,0.5700000000000004,0.0,0.0
0.317996594,0.5800000000000004,0.0,0.0
0.32799659400000003,0.5900000000000004,0.0,0.0
0.33799659400000004,0.6000000000000004,0.0,0.0
0.335512522,0.6100000000000004,0.0,0.0
0.345512522,0.6200000000000004,0.0,0.0
0.355512522,0.6300000000000004,0.0,0.0
0.34989941,0.6400000000000005,0.0,0.0
0.35989941000000003,0.6500000000000005,0.0,0.0
0.36989941000000004,0.6600000000000005,0.0,0.0
0.36758834,0.6700000000000005,0.0,0.0
0.37758834,0.6800000000000005,0.0,0.0
0.38758834000000003,0.6900000000000005,0.0,0.0
0.384601813,0.7000000000000005,0.0,0.0
0.394601813,0.7100000000000005,0.0,0.0
0.40460181300000003,0.7200000000000005,0.0,0.0
0.398918885,0.7300000000000005,0.0,0.0
0.408918885,0.7400000000000005,0.0,0.0
0.418918885,0.7500000000000006,0.0,0.0
0.416638708,0.7600000000000006,0.0,0.0
0.42663870800000003,0.7700000000000006,0.0,0.0
0.43663870800000004,0.7800000000000006,0.0,0.0
0.434177388,0.7900000000000006,0.0,0.0
0.444177388,0.8000000000000006,0.0,0.0
0.454177388,0.8100000000000006,0.0,0.0
0.448775593,0.8200000000000006,0.0,0.0
0.458775593,0.8300000000000006,0.0,0.0
0.468775593,0.8400000000000006,0.0,0.0
0.46643371,0.8500000000000006,0.0,0.0
0.47643371,0.8600000000000007,0.0,0.0
0.48643371,0.8700000000000007,0.0,0.0
0.483935178,0.8800000000000007,0.0,0.0
0.49393517800000003,0.8900000000000007,0.0,0.0
0.503935178,0.9000000000000007,0.0,0.0
0.498424243,0.9100000000000007,0.0,0.0
0.508424243,0.9200000000000007,0.0,0.0
0.518424243,0.9300000000000007,0.0,0.0
0.516033508,0.9400000000000007,0.0,0.0
0.526033508,0.9500000000000007,0.0,0.0
0.536033508,0.9600000000000007,0.0,0.0
0.533659485,0.9700000000000008,0.0,0.0
0.543659485,0.9800000000000008,0.0,0.0
0.5536594850000001,0.9900000000000008,0.0,0.0
0.547995078,1.0000000000000009,0.0,0.0
0.557995078,1.010000000000001,0.0,0.0
0.567995078,1.020000000000001,0.0,0.0
0.565688589,1.030000000000001,0.0,0.0
0.575688589,1.040000000000001,0.0,0.0
0.585688589,1.050000000000001,0.0,0.0
0.583162955,1.060000000000001,0.0,0.0
0.593162955,1.070000000000001,0.0,0.0
0.6031629550000001,1.080000000000001,0.0,0.0
0.597632979,1.090000000000001,0.0,0.0
0.607632979,1.100000000000001,0.0,0.0
0.617632979,1.110000000000001,0.0,0.0
0.615283957,1.120000000000001,0.0,0.0
0.6252839570000001,1.130000000000001,0.0,0.0
0.6352839570000001,1.140000000000001,0.0,0.0
0.632780314,1.150000000000001,0.0,0.0
0.642780314,1.160000000000001,0.0,0.0
0.652780314,1.170000000000001,0.0,0.0
0.647325832,1.180000000000001,0.0,0.0
0.657325832,1.190000000000001,0.0,0.0
0.6673258320000001,1.200000000000001,0.0,0.0
0.664934037,1.210000000000001,0.0,0.0
0.674934037,1.220000000000001,0.0,0.0
0.684934037,1.230000000000001,0.0,0.0
0.682338667,1.240000000000001,0.0,0.0
0.692338667,1.250000000000001,0.0,0.0
0.702338667,1.2600000000000011,0.0,0.0
0.696734257,1.2700000000000011,0.0,0.0
0.706734257,1.2800000000000011,0.0,0.0
0.716734257,1.2900000000000011,0.0,0.0
0.714342652,1.3000000000000012,0.0,0.0
0.724342652,1.3100000000000012,0.0,0.0
0.734342652,1.3200000000000012,0.0,0.0
0.731788604,1.3300000000000012,0.0,0.0
0.741788604,1.3400000000000012,0.0,0.0
0.751788604,1.3500000000000012,0.0,0.0
0.746232657,1.3600000000000012,0.0,0.0
0.756232657,1.3700000000000012,0.0,0.0
0.766232657,1.3800000000000012,0.0,0.0
0.764731027,1.3900000000000012,0.0,0.0
0.774731027,1.4000000000000012,0.0,0.0
0.784731027,1.4100000000000013,0.0,0.0
0.782946266,1.4200000000000013,0.0,0.0
0.792946266,1.4300000000000013,0.0,0.0
0.802946266,1.4400000000000013,0.0,0.0
0.798418935,1.4500000000000013,0.0,0.0
